Index,Arrival_Time,Creation_Time,x,y,z,User,Model,Device,gt,event_ts,event_ts_dbl
108014,1424783503540,9173551984000,-6.435534,-3.06454,9.346847,d,samsungold,samsungold_1,bike,2015-02-24T13:11:43.540+0000,1424783503.54
327515,1424783503539,1424785348858851335,-5.7675934,-2.8868103,7.235367,d,nexus4,nexus4_2,bike,2015-02-24T13:11:43.539+0000,1424783503.539
155763,1424783503537,7071162843000,-5.8059389999999995,-2.622848,7.619547,d,s3mini,s3mini_1,bike,2015-02-24T13:11:43.537+0000,1424783503.537
155714,1424783503536,348663683107000,-5.3725886,-3.8594532,8.743625,d,s3,s3_2,bike,2015-02-24T13:11:43.536+0000,1424783503.536
159388,1424783503535,138056395526000,-3.4189199999999995,-4.3957543,7.335833999999999,d,s3,s3_1,bike,2015-02-24T13:11:43.535+0000,1424783503.535
327514,1424783503534,1424785348853815935,-5.965164,-2.7987366000000002,7.300827000000001,d,nexus4,nexus4_2,bike,2015-02-24T13:11:43.534+0000,1424783503.534
327513,1424783503529,1424785348848780534,-6.1317900000000005,-2.7677917,7.281784,d,nexus4,nexus4_2,bike,2015-02-24T13:11:43.529+0000,1424783503.529
155762,1424783503528,7071153293000,-5.8909335,-2.6360161,7.6626425000000005,d,s3mini,s3mini_1,bike,2015-02-24T13:11:43.528+0000,1424783503.528
155713,1424783503526,348663673021000,-5.755661,-3.9743748,8.8777,d,s3,s3_2,bike,2015-02-24T13:11:43.526+0000,1424783503.526
159387,1424783503525,138056385422000,-3.5817258,-4.4436383,7.2304892999999995,d,s3,s3_1,bike,2015-02-24T13:11:43.525+0000,1424783503.525
327512,1424783503524,1424785348843714616,-6.182968,-2.6940002,7.372238,d,nexus4,nexus4_2,bike,2015-02-24T13:11:43.524+0000,1424783503.524
108014,1424783503524,97213991539000,-7.201669,-1.8387240000000002,9.500074,d,samsungold,samsungold_2,bike,2015-02-24T13:11:43.524+0000,1424783503.524
108013,1424783503520,9173531964000,-6.741988,-1.9919509999999998,10.112982,d,samsungold,samsungold_1,bike,2015-02-24T13:11:43.520+0000,1424783503.52
327511,1424783503519,1424785348838709734,-6.1972504,-2.6487732000000004,7.359146000000001,d,nexus4,nexus4_2,bike,2015-02-24T13:11:43.519+0000,1424783503.519
155761,1424783503517,7071142676000,-5.971139,-2.7090392000000003,7.819463000000001,d,s3mini,s3mini_1,bike,2015-02-24T13:11:43.517+0000,1424783503.517
155712,1424783503516,348663662916000,-5.8322754,-3.7541082,8.8777,d,s3,s3_2,bike,2015-02-24T13:11:43.516+0000,1424783503.516
159386,1424783503515,138056375330000,-4.012682,-4.261679,6.9144545,d,s3,s3_1,bike,2015-02-24T13:11:43.515+0000,1424783503.515
327510,1424783503514,1424785348833643816,-6.180587999999999,-2.730896,7.363907000000001,d,nexus4,nexus4_2,bike,2015-02-24T13:11:43.514+0000,1424783503.514
108013,1424783503514,97213981559000,-7.201669,-1.072589,10.419436,d,samsungold,samsungold_2,bike,2015-02-24T13:11:43.514+0000,1424783503.514
135060,1424789460629,15130641736000,2.604859,2.145178,8.580712,e,samsungold,samsungold_1,bike,2015-02-24T14:51:00.629+0000,1424789460.629
187497,1424789460627,12086003056000,1.7753005000000002,-0.21308395,9.572019000000001,e,s3mini,s3mini_1,bike,2015-02-24T14:51:00.627+0000,1424789460.627
396337,1424789460626,1424791305945345681,0.4106598,-0.24578857,11.410538,e,nexus4,nexus4_2,bike,2015-02-24T14:51:00.626+0000,1424789460.626
371846,1424789460625,1424789464107205675,1.7423096000000002,2.7506561,7.587860000000001,e,nexus4,nexus4_1,bike,2015-02-24T14:51:00.625+0000,1424789460.625
193791,1424789460625,143399875425000,2.0590134,2.0015526,10.218452000000001,e,s3,s3_1,bike,2015-02-24T14:51:00.625+0000,1424789460.625
134615,1424789460624,103171091362000,2.145178,2.451632,8.427485,e,samsungold,samsungold_2,bike,2015-02-24T14:51:00.624+0000,1424789460.624
190730,1424789460623,353949545163000,1.9823990000000002,2.384625,7.632714999999999,e,s3,s3_2,bike,2015-02-24T14:51:00.623+0000,1424789460.623
371845,1424789460620,1424789464102170275,1.5387878000000001,2.7720795,7.690216,e,nexus4,nexus4_1,bike,2015-02-24T14:51:00.620+0000,1424789460.62
396336,1424789460620,1424791305940310281,0.51301575,-0.25769043,11.446242999999999,e,nexus4,nexus4_2,bike,2015-02-24T14:51:00.620+0000,1424789460.62
187496,1424789460617,12085992803000,1.7202339,-0.35075054,9.3182335,e,s3mini,s3mini_1,bike,2015-02-24T14:51:00.617+0000,1424789460.617
371844,1424789460615,1424789464097134874,1.539978,2.769699,7.8973083,e,nexus4,nexus4_1,bike,2015-02-24T14:51:00.615+0000,1424789460.615
396335,1424789460615,1424791305935274880,0.74391174,-0.22555542,11.6819,e,nexus4,nexus4_2,bike,2015-02-24T14:51:00.615+0000,1424789460.615
193790,1424789460615,143399865318000,1.9536686,2.0781669999999997,8.408437,e,s3,s3_1,bike,2015-02-24T14:51:00.615+0000,1424789460.615
190729,1424789460614,353949534981000,2.1260512,2.5091232999999997,7.7572136,e,s3,s3_2,bike,2015-02-24T14:51:00.614+0000,1424789460.614
134614,1424789460614,103171081413000,2.145178,2.604859,8.733939,e,samsungold,samsungold_2,bike,2015-02-24T14:51:00.614+0000,1424789460.614
371843,1424789460610,1424789464092099474,1.4661865,2.5340423999999997,7.8794556,e,nexus4,nexus4_1,bike,2015-02-24T14:51:00.610+0000,1424789460.61
396334,1424789460610,1424791305930239480,0.98075867,-0.19342041,11.739028999999999,e,nexus4,nexus4_2,bike,2015-02-24T14:51:00.610+0000,1424789460.61
135059,1424789460609,15130621564000,2.604859,2.451632,8.427485,e,samsungold,samsungold_1,bike,2015-02-24T14:51:00.609+0000,1424789460.609
187495,1424789460606,12085982885000,1.5430629999999999,-0.51954174,9.202114,e,s3mini,s3mini_1,bike,2015-02-24T14:51:00.606+0000,1424789460.606
371842,1424789460605,1424789464087064074,1.5233153999999998,2.2912445,8.007996,e,nexus4,nexus4_1,bike,2015-02-24T14:51:00.605+0000,1424789460.605
396333,1424789460605,1424791305925204079,1.2414093000000002,-0.24935913,11.823532,e,nexus4,nexus4_2,bike,2015-02-24T14:51:00.605+0000,1424789460.605
193789,1424789460605,143399855203000,2.0015526,2.2505496,7.690175999999999,e,s3,s3_1,bike,2015-02-24T14:51:00.605+0000,1424789460.605
190728,1424789460603,353949524856000,2.1260512,2.566584,7.9583262999999995,e,s3,s3_2,bike,2015-02-24T14:51:00.603+0000,1424789460.603
396332,1424789460601,1424791305920168679,1.2556915000000002,-0.25054932,11.830672999999999,e,nexus4,nexus4_2,bike,2015-02-24T14:51:00.601+0000,1424789460.601
371841,1424789460600,1424789464082028673,1.5483093,2.126999,8.034180000000001,e,nexus4,nexus4_1,bike,2015-02-24T14:51:00.600+0000,1424789460.6
135058,1424789460599,15130611585000,3.06454,2.604859,7.967803999999999,e,samsungold,samsungold_1,bike,2015-02-24T14:51:00.599+0000,1424789460.599
187494,1424789460597,12085973425000,1.5430629999999999,-0.51954174,9.202114,e,s3mini,s3mini_1,bike,2015-02-24T14:51:00.597+0000,1424789460.597
134613,1424789460595,103171061729000,2.145178,2.758086,8.580712,e,samsungold,samsungold_2,bike,2015-02-24T14:51:00.595+0000,1424789460.595
371840,1424789460595,1424789464076993273,1.5494995,1.986557,8.027039,e,nexus4,nexus4_1,bike,2015-02-24T14:51:00.595+0000,1424789460.595
396331,1424789460595,1424791305915133279,1.4949188,-0.25411987,11.721176,e,nexus4,nexus4_2,bike,2015-02-24T14:51:00.595+0000,1424789460.595
193788,1424789460595,143399845085000,1.8579005000000002,2.3654714,7.2304892999999995,e,s3,s3_1,bike,2015-02-24T14:51:00.595+0000,1424789460.595
190727,1424789460593,353949514740000,2.1260512,2.6527755,7.8625584,e,s3,s3_2,bike,2015-02-24T14:51:00.593+0000,1424789460.593
371839,1424789460590,1424789464071957872,1.6209106000000002,1.8223113999999998,8.028229,e,nexus4,nexus4_1,bike,2015-02-24T14:51:00.590+0000,1424789460.59
396330,1424789460590,1424791305910097878,1.4746857,-0.21722412,11.577164,e,nexus4,nexus4_2,bike,2015-02-24T14:51:00.590+0000,1424789460.59
187493,1424789460587,12085962836000,1.0989386,-0.7433996,9.119514,e,s3mini,s3mini_1,bike,2015-02-24T14:51:00.587+0000,1424789460.587
371838,1424789460585,1424789464066922472,1.6351928999999998,1.7116241,8.096069,e,nexus4,nexus4_1,bike,2015-02-24T14:51:00.585+0000,1424789460.585
396329,1424789460585,1424791305905062478,1.5806122,-0.11843872,11.778305,e,nexus4,nexus4_2,bike,2015-02-24T14:51:00.585+0000,1424789460.585
193787,1424789460585,143399834966000,1.6567876,2.585738,6.981492,e,s3,s3_1,bike,2015-02-24T14:51:00.585+0000,1424789460.585
190726,1424789460583,353949504656000,2.183512,2.7868507,7.5561004,e,s3,s3_2,bike,2015-02-24T14:51:00.583+0000,1424789460.583
371837,1424789460580,1424789464061887072,1.7173157,1.6485443,8.181763,e,nexus4,nexus4_1,bike,2015-02-24T14:51:00.580+0000,1424789460.58
396328,1424789460580,1424791305900027077,1.7508086999999999,-0.14105225,11.662857,e,nexus4,nexus4_2,bike,2015-02-24T14:51:00.580+0000,1424789460.58
135057,1424789460579,15130591260000,3.217767,2.451632,7.814577000000001,e,samsungold,samsungold_1,bike,2015-02-24T14:51:00.579+0000,1424789460.579
187492,1424789460576,12085952521000,0.7015011,-1.0402806,9.299078999999999,e,s3mini,s3mini_1,bike,2015-02-24T14:51:00.576+0000,1424789460.576
134612,1424789460575,103171041679000,2.451632,2.758086,8.274258,e,samsungold,samsungold_2,bike,2015-02-24T14:51:00.575+0000,1424789460.575
371836,1424789460575,1424789464056851671,1.6268616000000002,1.4700165,8.080597000000001,e,nexus4,nexus4_1,bike,2015-02-24T14:51:00.575+0000,1424789460.575
396327,1424789460575,1424791305894991677,1.944809,-0.1946106,11.3641205,e,nexus4,nexus4_2,bike,2015-02-24T14:51:00.575+0000,1424789460.575
193786,1424789460575,143399824855000,1.4460978999999998,2.9017725,6.981492,e,s3,s3_1,bike,2015-02-24T14:51:00.575+0000,1424789460.575
190725,1424789460573,353949494479000,2.3750482,2.8155810000000003,7.3166804,e,s3,s3_2,bike,2015-02-24T14:51:00.573+0000,1424789460.573
135056,1424789460570,15130582959000,2.758086,2.604859,7.508122999999999,e,samsungold,samsungold_1,bike,2015-02-24T14:51:00.570+0000,1424789460.57
371835,1424789460570,1424789464051816271,1.4316711000000002,1.3569489,8.263885499999999,e,nexus4,nexus4_1,bike,2015-02-24T14:51:00.570+0000,1424789460.57
396326,1424789460570,1424791305889956277,2.1007233,-0.28625488,11.237961,e,nexus4,nexus4_2,bike,2015-02-24T14:51:00.570+0000,1424789460.57
374308,1424781172371,1424781175852690632,0.2736206,1.7342377,9.814697,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.371+0000,1424781172.371
131801,1424781172371,6842382398000,-0.45968100000000006,0.306454,9.500074,f,samsungold,samsungold_1,bike,2015-02-24T12:32:52.371+0000,1424781172.371
362130,1424781172370,1424783017687652877,-2.1518097000000003,1.0181885,9.956131,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.370+0000,1424781172.37
374307,1424781172367,1424781175847655232,0.22363281,1.7568511999999998,9.794464,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.367+0000,1424781172.367
362129,1424781172365,1424783017684246907,-2.1518097000000003,1.0181885,9.956131,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.365+0000,1424781172.365
362128,1424781172365,1424783017677075276,-2.1649017,0.60757446,9.838303,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.365+0000,1424781172.365
179424,1424781172365,5074102216000,-2.906561,-0.7302314999999999,9.752781,f,s3mini,s3mini_1,bike,2015-02-24T12:32:52.365+0000,1424781172.365
131460,1424781172365,94882831932000,-0.766135,1.072589,9.500074,f,samsungold,samsungold_2,bike,2015-02-24T12:32:52.365+0000,1424781172.365
374306,1424781172362,1424781175842619831,0.15460205,1.8080292000000002,9.649261,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.362+0000,1424781172.362
374305,1424781172356,1424781175837584431,0.11175537,1.7723236,9.432648,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.356+0000,1424781172.356
179423,1424781172356,5074092572000,-2.906561,-0.7302314999999999,9.752781,f,s3mini,s3mini_1,bike,2015-02-24T12:32:52.356+0000,1424781172.356
131459,1424781172356,94882822349000,-0.45968100000000006,1.225816,9.500074,f,samsungold,samsungold_2,bike,2015-02-24T12:32:52.356+0000,1424781172.356
362127,1424781172354,1424783017672009358,-2.3553314,0.7015991,9.910903999999999,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.354+0000,1424781172.354
374304,1424781172351,1424781175832549031,0.02130127,1.7187653000000003,9.213654,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.351+0000,1424781172.351
362126,1424781172351,1424783017666973958,-2.1791840000000002,0.95510864,10.163223,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.351+0000,1424781172.351
131800,1424781172350,6842361920000,0,0.45968100000000006,9.346847,f,samsungold,samsungold_1,bike,2015-02-24T12:32:52.350+0000,1424781172.35
374303,1424781172346,1424781175827544148,-0.012023926,1.7663726999999998,9.0720215,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.346+0000,1424781172.346
179422,1424781172346,5074082654000,-2.9293058,-0.81642276,9.781511,f,s3mini,s3mini_1,bike,2015-02-24T12:32:52.346+0000,1424781172.346
362125,1424781172345,1424783017662304768,-2.0327911,0.9015503,10.225113,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.345+0000,1424781172.345
374302,1424781172341,1424781175822508747,0.027252197000000002,1.8223113999999998,9.011322,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.341+0000,1424781172.341
362123,1424781172341,1424783017651928792,-1.9232941000000003,0.58258057,10.346511999999999,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.341+0000,1424781172.341
362124,1424781172341,1424783017659283528,-2.0327911,0.9015503,10.225113,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.341+0000,1424781172.341
131799,1424781172341,6842352338000,-0.153227,0.766135,9.346847,f,samsungold,samsungold_1,bike,2015-02-24T12:32:52.341+0000,1424781172.341
374301,1424781172336,1424781175817442829,-0.013214111,1.8746796000000001,8.919678,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.336+0000,1424781172.336
179421,1424781172336,5074072614000,-2.825158,-0.9756372,9.680955,f,s3mini,s3mini_1,bike,2015-02-24T12:32:52.336+0000,1424781172.336
131458,1424781172335,94882801872000,-0.306454,1.379043,9.500074,f,samsungold,samsungold_2,bike,2015-02-24T12:32:52.335+0000,1424781172.335
374300,1424781172331,1424781175812437947,-0.044158935999999996,1.8818206999999998,8.925628999999999,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.331+0000,1424781172.331
362121,1424781172328,1424783017641827473,-1.8863983,0.52545166,10.891617,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.328+0000,1424781172.328
362122,1424781172328,1424783017647015461,-1.9280548,0.5552063,10.609542999999999,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.328+0000,1424781172.328
374299,1424781172326,1424781175807402546,-0.110809326,1.9817963,8.961333999999999,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.326+0000,1424781172.326
131457,1424781172326,94882792228000,-0.153227,1.225816,9.653300999999999,f,samsungold,samsungold_2,bike,2015-02-24T12:32:52.326+0000,1424781172.326
374298,1424781172325,1424781175802336628,-0.10723877,2.0615387,8.957764,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.325+0000,1424781172.325
179420,1424781172325,5074061780000,-2.621651,-0.93373865,9.563639,f,s3mini,s3mini_1,bike,2015-02-24T12:32:52.325+0000,1424781172.325
362120,1424781172320,1424783017638531575,-1.7911834999999998,0.6361389000000001,10.97493,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.320+0000,1424781172.32
131798,1424781172320,6842331830000,0,0.766135,9.653300999999999,f,samsungold,samsungold_1,bike,2015-02-24T12:32:52.320+0000,1424781172.32
362119,1424781172319,1424783017631756672,-1.6876373,0.63494873,10.970169,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.319+0000,1424781172.319
374297,1424781172316,1424781175797301228,-0.04534912,2.2781525,8.911346,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.316+0000,1424781172.316
179419,1424781172316,5074052625000,-2.5318682,-0.82719666,9.297882000000001,f,s3mini,s3mini_1,bike,2015-02-24T12:32:52.316+0000,1424781172.316
374296,1424781172311,1424781175792265827,0.061767578,2.370987,8.781616,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.311+0000,1424781172.311
131797,1424781172310,6842322247000,-0.153227,0.766135,9.806528,f,samsungold,samsungold_1,bike,2015-02-24T12:32:52.310+0000,1424781172.31
362118,1424781172309,1424783017626721272,-1.6090851000000002,0.5802001999999999,10.91423,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.309+0000,1424781172.309
374295,1424781172306,1424781175787260945,0.048675537000000005,2.4019318,8.709014999999999,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.306+0000,1424781172.306
179418,1424781172306,5074042646000,-2.505532,-0.7015011,9.078813,f,s3mini,s3mini_1,bike,2015-02-24T12:32:52.306+0000,1424781172.306
131456,1424781172306,94882772239000,-0.153227,1.379043,9.806528,f,samsungold,samsungold_2,bike,2015-02-24T12:32:52.306+0000,1424781172.306
362117,1424781172305,1424783017621655354,-1.685257,0.49212646,10.758316,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.305+0000,1424781172.305
374294,1424781172301,1424781175782133991,0.004638672,2.2864838,8.530486999999999,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.301+0000,1424781172.301
362115,1424781172300,1424783017611584553,-1.7745209,0.35168457,10.710709,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.300+0000,1424781172.3
362116,1424781172300,1424783017618359456,-1.6626433999999997,0.35406494,10.730942,f,nexus4,nexus4_2,bike,2015-02-24T12:32:52.300+0000,1424781172.3
179417,1424781172296,5074032575000,-2.4971522999999998,-0.5674258000000001,8.9279785,f,s3mini,s3mini_1,bike,2015-02-24T12:32:52.296+0000,1424781172.296
374293,1424781172295,1424781175777068073,-0.24411010000000002,2.1567534999999998,8.286499000000001,f,nexus4,nexus4_1,bike,2015-02-24T12:32:52.295+0000,1424781172.295
186598,1424689044755,7296664768000,-5.9807158,-0.8655039000000001,7.381324,g,s3mini,s3mini_1,bike,2015-02-23T10:57:24.755+0000,1424689044.755
136079,1424689044754,272771892332000,-7.66135,-3.6774480000000005,7.508122999999999,g,samsungold,samsungold_1,bike,2015-02-23T10:57:24.754+0000,1424689044.754
135272,1424689044749,2762132289000,-7.354896000000001,-3.06454,7.508122999999999,g,samsungold,samsungold_2,bike,2015-02-23T10:57:24.749+0000,1424689044.749
372147,1424689044748,1424690890798548687,-6.8197174,-1.3621826000000001,7.3734283,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.748+0000,1424689044.748
372148,1424689044748,1424690890803675640,-6.8494720000000004,-1.3800354,7.249649000000001,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.748+0000,1424689044.748
186597,1424689044745,7296654700000,-5.9531827,-0.65242,7.728483,g,s3mini,s3mini_1,bike,2015-02-23T10:57:24.745+0000,1424689044.745
136078,1424689044744,272771882231000,-7.354896000000001,-3.370994,7.814577000000001,g,samsungold,samsungold_1,bike,2015-02-23T10:57:24.744+0000,1424689044.744
361233,1424689044743,1424689042747871289,-5.915344,-1.8744048999999998,8.184142999999999,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.743+0000,1424689044.743
361232,1424689044742,1424689042744636426,-5.734436,-1.7922821,7.881836,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.742+0000,1424689044.742
361231,1424689044742,1424689042737769971,-5.305969,-1.5828094,7.333160400000001,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.742+0000,1424689044.742
372145,1424689044740,1424690890788508404,-6.598342999999999,-1.4252625,7.435318,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.740+0000,1424689044.74
372146,1424689044740,1424690890795283306,-6.739975,-1.3990784,7.438888499999999,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.740+0000,1424689044.74
186596,1424689044735,7296644785000,-5.8203044,-0.5734113000000001,8.257602,g,s3mini,s3mini_1,bike,2015-02-23T10:57:24.735+0000,1424689044.735
135271,1424689044729,2762112331000,-6.895214999999999,-2.9113130000000003,7.814577000000001,g,samsungold,samsungold_2,bike,2015-02-23T10:57:24.729+0000,1424689044.729
372144,1424689044729,1424690890783656109,-6.538833599999999,-1.3657532,7.5400543,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.729+0000,1424689044.729
372143,1424689044728,1424690890778986920,-6.4031525,-1.1848450000000001,7.6102753,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.728+0000,1424689044.728
186595,1424689044725,7296634321000,-5.930437599999999,-0.7314286,8.525752,g,s3mini,s3mini_1,bike,2015-02-23T10:57:24.725+0000,1424689044.725
361230,1424689044725,1424689042732734571,-5.1274414,-1.5482941000000001,7.061798,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.725+0000,1424689044.725
136077,1424689044724,272771862303000,-6.895214999999999,-3.217767,7.814577000000001,g,samsungold,samsungold_1,bike,2015-02-23T10:57:24.724+0000,1424689044.724
361229,1424689044722,1424689042729225049,-5.1274414,-1.5482941000000001,7.061798,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.722+0000,1424689044.722
361228,1424689044721,1424689042722663770,-5.1738586,-1.4911652,6.630951,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.721+0000,1424689044.721
372141,1424689044721,1424690890768977154,-6.1282195999999995,-0.9539489999999999,7.912582400000001,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.721+0000,1424689044.721
372142,1424689044721,1424690890775965679,-6.2436676,-1.0170288,7.7602386,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.721+0000,1424689044.721
135270,1424689044719,2762102230000,-7.048442,-2.298405,7.66135,g,samsungold,samsungold_2,bike,2015-02-23T10:57:24.719+0000,1424689044.719
186594,1424689044715,7296624772000,-5.930437599999999,-0.7314286,8.525752,g,s3mini,s3mini_1,bike,2015-02-23T10:57:24.715+0000,1424689044.715
361227,1424689044709,1424689042717628369,-5.295257599999999,-1.4852142,6.478607,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.709+0000,1424689044.709
372140,1424689044708,1424690890763331402,-5.996109,-0.9360961999999999,8.011368,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.708+0000,1424689044.708
361225,1424689044707,1424689042707557569,-5.423797599999999,-1.5268707000000001,6.476227,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.707+0000,1424689044.707
361226,1424689044707,1424689042713508496,-5.295257599999999,-1.4852142,6.478607,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.707+0000,1424689044.707
372139,1424689044707,1424690890758234966,-5.804489,-0.819458,8.101822,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.707+0000,1424689044.707
186593,1424689044705,7296614734000,-6.066907,-0.91937345,8.529344,g,s3mini,s3mini_1,bike,2015-02-23T10:57:24.705+0000,1424689044.705
136076,1424689044704,272771842283000,-5.669398999999999,-2.758086,7.967803999999999,g,samsungold,samsungold_1,bike,2015-02-23T10:57:24.704+0000,1424689044.704
372138,1424689044701,1424690890755213726,-5.6533356,-0.7801819000000001,8.130386,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.701+0000,1424689044.701
372137,1424689044700,1424690890748377789,-5.36174,-0.74090576,8.335098,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.700+0000,1424689044.7
135269,1424689044699,2762082241000,-6.741988,-1.8387240000000002,7.66135,g,samsungold,samsungold_2,bike,2015-02-23T10:57:24.699+0000,1424689044.699
186592,1424689044695,7296604331000,-6.2021794,-1.1001357,8.376114999999999,g,s3mini,s3mini_1,bike,2015-02-23T10:57:24.695+0000,1424689044.695
361224,1424689044695,1424689042702522168,-5.574951,-1.5423431,6.6916504,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.695+0000,1424689044.695
136075,1424689044694,272771832304000,-4.59681,-2.604859,7.967803999999999,g,samsungold,samsungold_1,bike,2015-02-23T10:57:24.694+0000,1424689044.694
361222,1424689044692,1424689042692451367,-5.7903748,-1.4875946000000002,6.985626,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.692+0000,1424689044.692
361223,1424689044692,1424689042698921094,-5.574951,-1.5423431,6.6916504,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.692+0000,1424689044.692
135268,1424689044689,2762072292000,-5.669398999999999,-1.685497,7.66135,g,samsungold,samsungold_2,bike,2015-02-23T10:57:24.689+0000,1424689044.689
372136,1424689044689,1424690890743159283,-4.992782599999999,-0.71829224,8.355331,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.689+0000,1424689044.689
372135,1424689044687,1424690890738032330,-4.6488190000000005,-0.6659241,8.480300999999999,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.687+0000,1424689044.687
186591,1424689044685,7296594325000,-6.4380083,-1.1528081000000001,8.170214,g,s3mini,s3mini_1,bike,2015-02-23T10:57:24.685+0000,1424689044.685
361221,1424689044680,1424689042687415967,-5.8594055,-1.5756683,7.110595699999999,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.680+0000,1424689044.68
372133,1424689044680,1424690890728083599,-4.282242,-0.6802063,8.393417,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.680+0000,1424689044.68
372134,1424689044680,1424690890734950054,-4.378647,-0.6802063,8.421982,g,nexus4,nexus4_2,bike,2015-02-23T10:57:24.680+0000,1424689044.68
361220,1424689044677,1424689042683540235,-5.8594055,-1.5756683,7.110595699999999,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.677+0000,1424689044.677
361219,1424689044677,1424689042677345166,-6.172424299999999,-1.7791901,7.464081,g,nexus4,nexus4_1,bike,2015-02-23T10:57:24.677+0000,1424689044.677
186590,1424689044676,7296584532000,-6.472724400000001,-0.94930094,7.9188222999999995,g,s3mini,s3mini_1,bike,2015-02-23T10:57:24.676+0000,1424689044.676
113042,1424701028804,284755942350000,-1.379043,-2.9113130000000003,10.112982,h,samsungold,samsungold_1,bike,2015-02-23T14:17:08.804+0000,1424701028.804
308883,1424701028803,1424702874856563831,-2.0494537,-2.0870056,9.196793,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.803+0000,1424701028.803
159278,1424701028801,18130041632000,-3.9097313999999996,-1.733402,8.684967,h,s3mini,s3mini_1,bike,2015-02-23T14:17:08.801+0000,1424701028.801
308882,1424701028800,1424702874851528430,-1.9566192999999998,-2.108429,9.30867,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.800+0000,1424701028.8
160694,1424701028799,56555020294000,-2.3080103,-1.8579005000000002,8.7532015,h,s3,s3_1,bike,2015-02-23T14:17:08.799+0000,1424701028.799
113078,1424701028799,14746181850000,-1.8387240000000002,-1.9919509999999998,10.266209,h,samsungold,samsungold_2,bike,2015-02-23T14:17:08.799+0000,1424701028.799
159186,1424701028795,278157548489000,-2.2984335,-2.1739352000000003,9.56723,h,s3,s3_2,bike,2015-02-23T14:17:08.795+0000,1424701028.795
308881,1424701028794,1424702874846493030,-1.8709258999999998,-2.1048584,9.495529,h,nexus4,nexus4_2,bike,2015-02-23T14:17:08.794+0000,1424701028.794
159277,1424701028791,18130031562000,-3.855862,-1.733402,8.497022,h,s3mini,s3mini_1,bike,2015-02-23T14:17:08.791+0000,1424701028.791
